iteration,kDOC,kA,lA,pA,hA,mA,decay,cA,v,rec,SSE
result.2781,0.451871805,0.002189108,0.021575355,0.159401652,47.71627586,3.96078624,0.004932515,0.009334835,0.020588331,0.419796344,71014477.19
result.2782,0.152713364,0.003995306,0.077543894,1.526933623,24.71430587,2.634764591,0.002146595,0.016757948,0.011310891,0.640347601,62790976.08
result.2783,0.766737356,0.001613294,0.227159888,0.456841166,63.28271931,5.679482366,0.00122556,0.023948543,0.020676471,0.758854235,74465267.18
result.2784,0.183331558,0.000591286,0.175009494,1.604716132,51.27216212,8.140410189,0.000984474,0.012226716,0.020331072,0.894331692,62315129.71
result.2785,0.227507314,0.002704069,0.287855001,0.132341635,54.51841429,5.028388036,0.004466194,0.007348897,0.014724921,0.588360085,74465267.25
result.2786,0.614716509,0.000138802,0.294624438,0.225711848,85.80056231,8.510249523,0.008025739,0.006502793,0.025885735,0.414088041,74465267.25
result.2787,0.548448606,0.00349551,0.172944542,1.103000224,42.16058759,4.040123305,0.003263565,0.007124033,0.035147671,0.85829236,62304433.79
result.2788,0.25519477,0.000115212,0.299544276,1.694067588,78.74671318,9.93368096,0.008209228,0.023658133,0.008073705,0.394552396,68453986.11
result.2789,0.405051541,0.004626216,0.265599548,1.059449337,76.99572012,8.13128708,0.004194599,0.0151114,0.03078362,0.924981545,68611310.62
result.2790,0.300026535,0.002052381,0.251176729,0.496212017,28.60925056,3.676804948,0.001588594,0.024067686,0.021043765,0.67354351,70254981.93
result.2791,0.744195806,0.000110125,0.013569701,1.140460956,75.25102433,2.857711474,0.000749802,0.005795626,0.032073311,0.979649755,61463889.99
result.2792,0.505281649,0.001264414,0.146484311,0.450742116,55.66346066,1.196313785,0.000494462,0.0092022,0.004718144,0.335570448,74141113.52
result.2793,0.766100624,0.003147368,0.053654975,1.473912757,40.53065432,0.33978755,0.008628296,0.017365455,0.040796381,0.587244843,64805224.92
result.2794,0.415818802,0.003991901,0.273109814,0.98298621,64.24156245,3.151079912,0.00727332,0.013240179,0.047244317,0.939462742,65418887.42
result.2795,0.160982044,0.004897619,0.223669189,1.388798936,43.77588721,8.78857057,0.005376447,0.01131598,0.026267778,0.615535664,60475902.84
result.2796,0.359576049,0.002202258,0.26201063,0.171074794,89.72532513,2.201741971,0.003039288,0.015295219,0.01742005,0.9176212,74465267.25
result.2797,0.061426212,0.001061821,0.278315871,1.320917046,27.06034623,0.675281268,0.009307641,0.010817777,0.038189992,0.337578478,65176556.92
result.2798,0.700623856,0.000544938,0.289852537,1.427782394,22.39199989,2.038062921,0.003625282,0.007950552,0.007137722,0.278689986,62446881.8
result.2799,0.691945656,0.00303732,0.157013179,1.661935451,88.72829087,4.938681667,0.004074711,0.020653451,0.047821351,0.221760329,69447244.2
result.2800,0.22236257,0.004231608,0.225826406,1.007099141,99.36308019,0.239753788,0.003256343,0.021949805,0.021519797,0.664991435,65177659.86
result.2801,0.333760376,0.004527768,0.083208685,0.959996072,36.9954353,9.075730772,0.000222622,0.024291184,0.021420744,0.322180371,69527184.48
result.2802,0.4226837,0.004381262,0.104841304,0.147729641,42.33098503,7.987772503,0.003884183,0.01930303,0.037068291,0.319147263,74465267.25
result.2803,0.102113989,0.003504458,0.205393838,0.240817993,31.46360077,5.286200417,0.0016316,0.00650055,0.047296942,0.332224268,74102457.99
result.2804,0.104270475,0.00194756,0.153720961,0.762653537,61.60761502,8.318497471,0.005147524,0.017558754,0.03593045,0.889003146,55587751.64
result.2805,0.217458211,0.001893959,0.122827362,0.520507399,46.06105205,7.774637643,0.000791342,0.011935939,0.047502326,0.673529767,64220021.38
result.2806,0.194820033,0.000101713,0.170507204,0.103849776,49.71338063,7.10715362,0.005967458,0.017379871,0.033966017,0.526604768,74465267.25
result.2807,0.752824441,0.002639876,0.179656934,1.866343452,63.32943534,4.669559152,0.006073795,0.017677971,0.002599233,0.797183138,56549931.05
result.2808,0.293198403,0.003180597,0.212767436,0.981762928,89.21899529,2.098786401,0.007833253,0.019128765,0.026084548,0.409362687,67273124.86
result.2809,0.652669296,0.001973479,0.079247072,1.319370613,90.04644051,7.442078755,0.008553862,0.016424513,0.016480672,0.404443531,66439556.06
result.2810,0.134455409,0.002791799,0.231492635,0.368748016,34.15805474,2.030633796,0.009502593,0.024373187,0.00908173,0.458560525,68686947.89
result.2811,0.747692777,0.003777308,0.022634317,0.846058291,54.49232697,7.164111704,0.007035134,0.012006705,0.045581974,0.698393651,63772094.81
result.2812,0.548758417,0.000603353,0.255585324,0.363296174,65.02638994,8.455927722,0.009993411,0.013716291,0.047563028,0.833839859,74465267.25
result.2813,0.413715697,0.004805026,0.131649087,1.300152161,25.7901838,9.940294715,0.006923135,0.019436617,0.01677925,0.937542834,56973668.85
result.2814,0.050184642,0.003607208,0.061753482,0.487356957,32.56299887,7.702681807,0.009418034,0.011770705,0.02408653,0.851125567,63674146.88
result.2815,0.377339667,0.004798217,0.123095659,0.577036593,29.1208061,9.360270221,0.009873798,0.009325121,0.038693022,0.864590626,66742243.82
result.2816,0.155711739,0.002957402,0.296615358,1.429663938,75.65937549,1.083410536,0.008940811,0.019326594,0.013278166,0.376475214,67167498.74
result.2817,0.287193093,0.004611424,0.203711063,0.881518667,83.89017947,7.3464144,0.003775923,0.023631283,0.03123153,0.561411381,69119976.74
result.2818,0.632570986,0.000503615,0.045780538,0.963582788,87.17832839,6.740303793,0.001784309,0.005995722,0.031444991,0.620479237,54354353.75
result.2819,0.637716235,0.001015607,0.122889328,0.938927187,64.82973227,3.154543551,0.003933593,0.020658277,0.008946686,0.22737857,69274089.13
result.2820,0.666310034,0.003705869,0.163542993,1.838318245,75.19424941,8.191025193,0.003367111,0.018416643,0.005492734,0.862850636,59183450.98
result.2821,0.341256132,0.000667671,0.263818049,1.816692674,72.33926706,6.848038661,0.006793358,0.005436777,0.014983008,0.959323148,30155037.45
result.2822,0.403819668,0.002745288,0.280760585,0.236871761,34.06814665,8.157016567,0.00581228,0.021427464,0.042550828,0.684575632,74465267.25
result.2823,0.626099206,0.00279598,0.210891825,0.709453432,40.4027164,3.495233172,0.005070685,0.008944315,0.042203696,0.639265342,69123493.89
result.2824,0.111571064,0.000214361,0.059084692,1.330892975,38.12475773,8.375589209,0.007751411,0.021360952,0.047467609,0.880861379,61308324.58
result.2825,0.169744817,0.004745737,0.101970404,1.718421151,44.27121704,6.045182828,0.003623182,0.013799957,0.017812365,0.300467008,65959370.44
result.2826,0.727197181,0.000212508,0.071150824,1.016944018,99.89799762,8.03455446,0.009107231,0.02155819,0.043402611,0.450826045,68053921.96
result.2827,0.405574323,0.00186571,0.045660182,1.204792037,87.89447147,2.481544837,0.002489919,0.017691602,0.035696224,0.553065585,65724857.71
result.2828,0.083443338,0.003509822,0.120431562,1.412027643,71.61035573,5.911524169,0.001435237,0.022543154,0.047054989,0.455702873,67780875.51
result.2829,0.237031254,0.001149891,0.256383892,1.619378824,68.25591281,8.370352323,0.009389885,0.021560294,0.043953777,0.910888694,51879734.93
result.2830,0.164368539,0.000585121,0.063099124,1.093341018,39.53354953,8.128688961,0.007174103,0.013274747,0.036000067,0.555541221,64102351.65
result.2831,0.729981671,0.004199942,0.123045102,0.147788345,37.09821692,0.143589041,0.007227998,0.011138842,0.047108257,0.491706743,74442922.56
result.2832,0.090870097,0.002767622,0.259319764,1.327007403,86.3906624,1.168415241,0.005332819,0.010135056,0.019320998,0.889133541,49979345.27
result.2833,0.430180781,0.001839858,0.230185919,1.172786684,49.67963468,7.037725624,0.00209096,0.013198019,0.029584312,0.40595191,65746579.9
result.2834,0.404191724,0.000938374,0.05562889,0.879301876,21.95908578,6.249399838,0.001502692,0.018186879,0.010578295,0.953950409,49320952.3
result.2835,0.136904874,0.002212953,0.034552202,0.396342131,77.79134348,3.05057916,0.006672098,0.010577612,0.021118137,0.960931698,63253636.7
result.2836,0.2320318,0.001652934,0.048014067,0.105620696,81.15390424,5.996097274,0.00691557,0.007503386,0.031710894,0.490629679,72671231.49
result.2837,0.173790091,0.003393769,0.247294529,1.530131484,29.39098079,9.113725959,0.006758274,0.02378784,0.003250884,0.752332843,62128103.68
result.2838,0.634421557,0.000268212,0.155746175,0.558342737,50.43294149,3.438635886,0.005511832,0.005542647,0.048251178,0.746264036,45588195.18
result.2839,0.063361628,0.001769836,0.227569125,1.026224889,70.93455859,2.060788921,0.001950395,0.016850515,0.030072751,0.590312716,63643700.86
result.2840,0.425446185,6.09E-05,0.09750915,0.692072273,57.90596537,3.872265377,0.007956103,0.02465469,0.001961528,0.861204476,60240495.15
result.2841,0.38740972,7.40E-05,0.104967827,0.89469808,57.51481535,4.030990517,0.005350927,0.013612309,0.044801403,0.72140067,62833787.82
result.2842,0.430056085,0.004014456,0.276614352,0.57370054,43.85068145,6.713632561,0.002156939,0.015400248,0.011426144,0.221783756,74458607.45
result.2843,0.424058979,0.004466543,0.112829114,1.712328049,51.79929178,1.230138311,0.009395617,0.00539937,0.040434917,0.235890898,56667571.92
result.2844,0.426793437,0.000112908,0.163034912,1.924756654,60.21982601,7.075279397,0.009369708,0.007092149,0.039354681,0.961348033,288598539.7
result.2845,0.079898859,0.002698694,0.099092913,0.569906074,43.28800723,5.106209154,0.008810865,0.015328632,0.049065716,0.482236189,65117559.4
result.2846,0.141310231,0.000168812,0.085843641,1.422294901,42.18397094,9.4210012,0.005123281,0.010188108,0.0227811,0.96865989,77023203.55
result.2847,0.421088654,0.004429778,0.092408777,1.222872146,49.43044018,3.462355438,0.009872895,0.007091588,0.042387433,0.200650068,61500822.84
result.2848,0.263204422,0.000663205,0.230145294,1.71357102,84.82837705,6.731167835,0.001387898,0.024857702,0.037375782,0.287260215,69361183.58
result.2849,0.676524902,0.0008344,0.111089802,0.772330858,59.40866817,8.738899583,0.009757567,0.018045337,0.038157519,0.984913256,43843125.11
result.2850,0.314883607,0.004093971,0.068862262,1.062124343,55.1811303,2.152921069,0.005391997,0.011253093,0.009111467,0.61001979,60319153.78
result.2851,0.243034776,0.000410886,0.115127893,1.380614104,86.34234462,2.360076737,0.007567944,0.013672649,0.046449896,0.279901074,66461896.65
result.2852,0.071433235,0.003057116,0.234009517,1.467731143,29.63169171,8.384366819,0.008593765,0.022721595,0.006096601,0.586534238,66007467.78
result.2853,0.537911672,0.002502798,0.049626778,0.781552137,68.98566104,7.314169438,0.002922205,0.022347701,0.036998024,0.776555813,65044114.86
result.2854,0.061447435,0.00305198,0.20847645,1.936518733,34.21187291,6.601265791,0.003040683,0.010650698,0.033301488,0.276394592,64830308.86
result.2855,0.172321264,0.000311152,0.115442275,1.624283216,63.39496033,5.00182456,0.007762079,0.021091955,0.029657205,0.491085942,66976179.82
result.2856,0.521599351,0.002804254,0.134548856,1.375890925,62.87385445,0.498418288,0.008112175,0.014997473,0.046363334,0.475349607,64311506.7
result.2857,0.576636751,0.003211239,0.146611064,1.049606665,87.37471329,4.067432983,0.007819264,0.012734751,0.015838157,0.804022867,62337424.89
result.2858,0.647506674,0.004074213,0.046605959,0.64884885,40.59016168,9.975164888,0.009589121,0.01958543,0.0133462,0.477979815,68039088.07
result.2859,0.142675832,0.001316057,0.127324751,0.353258162,40.9980537,0.640931816,0.002488392,0.013165864,0.004343043,0.696764812,59826578.41
result.2860,0.709249625,0.001509756,0.016026825,1.05729706,52.27052337,0.585782514,0.002872603,0.011796039,0.007697494,0.346344757,65313061.4
result.2861,0.751453033,0.003472348,0.083573713,1.667331346,77.38307288,7.858870304,0.003563451,0.014761528,0.046898793,0.501122957,65073319.59
result.2862,0.184488428,0.002163528,0.066740414,1.857352778,66.15136201,0.431565119,0.002854124,0.018457064,0.044902377,0.84016087,60904668.75
result.2863,0.242984457,0.002429124,0.166091362,0.156289043,35.2213336,2.880785495,0.008686763,0.009638281,0.001781656,0.418940163,74465267.25
result.2864,0.64943867,0.002039205,0.102609219,1.368004826,65.83955459,9.264975777,0.001229648,0.019074414,0.012001843,0.891877828,56502449.61
result.2865,0.762445536,0.002488139,0.190604383,0.778790418,39.05682864,1.258390637,0.00144092,0.012047042,0.049406434,0.79331041,74102704.47
result.2866,0.414405188,0.001507782,0.097380663,0.517706876,31.9658949,0.467799496,0.003855679,0.01462634,0.020487327,0.818677817,57084136.33
result.2867,0.380753076,0.002902279,0.079580704,1.722491554,85.91622388,1.336889376,0.00948379,0.022016021,0.013745919,0.816911099,59362608.48
result.2868,0.399238294,0.002128207,0.154947141,1.440255833,88.90519341,6.874072913,0.009911968,0.024553894,0.036930578,0.728940651,64014655.59
result.2869,0.785857769,0.000165576,0.061282776,0.80211098,52.55199557,7.441519012,0.002847362,0.006425023,0.031078612,0.407664893,62450944.06
result.2870,0.057989647,0.000244763,0.145152003,0.838738718,86.62467223,0.305988188,0.001218492,0.020470287,0.021294208,0.374798402,67712430.78
result.2871,0.227394927,0.004794519,0.205755629,0.541407717,95.4560711,9.177888974,0.005669703,0.005413899,0.01691413,0.371647832,71080356.66
result.2872,0.633466283,0.004058685,0.028811373,0.400615141,68.97080122,2.781112677,0.001324064,0.014397772,0.031536707,0.512658557,71034900.98
result.2873,0.052881159,0.003991182,0.017085069,0.888157667,24.67436904,4.618303186,0.008718734,0.010665504,0.026724334,0.499972992,62895203.91
result.2874,0.464064949,0.001756216,0.09298853,1.897485816,99.07695282,9.331355932,0.008384328,0.012400108,0.035661683,0.586905372,61928877.45
result.2875,0.736749206,0.004469626,0.066019414,0.776800694,95.64182222,2.580506357,0.003028928,0.011296526,0.026433398,0.313160608,69477152.18
result.2876,0.492818132,0.000145925,0.210611917,1.227860406,20.16838429,9.689160709,0.0097656,0.020150383,0.042208717,0.249478813,68796918.21
result.2877,0.170748723,0.004071595,0.135247666,1.100945288,68.11854994,6.640970793,0.009301559,0.018369635,0.04727695,0.402061178,67120418.76
result.2878,0.364988644,0.004118388,0.144624853,0.483028611,93.01653126,8.850897158,0.003373585,0.016507267,0.015415387,0.9413798,72516883.11
result.2879,0.337440531,0.00456576,0.274719442,1.11773617,94.15195001,0.45797571,0.009359973,0.022487264,0.011595655,0.415461485,68239391.3
result.2880,0.772404742,0.001515395,0.280959151,1.873156954,72.30317645,2.890377131,0.005101479,0.013529604,0.028743726,0.609403999,61979822.55
result.2881,0.199719275,0.004795308,0.266302546,1.092531065,83.63872597,6.537665164,0.003849034,0.021423333,0.039671033,0.861367299,65162244.91
result.2882,0.088163795,0.003305917,0.168540603,1.564477451,62.29518607,6.858801018,0.000282419,0.020008938,0.021416753,0.625400829,64554818.2
result.2883,0.799448604,0.003802788,0.082693888,1.16239981,92.09739378,9.718708686,0.009735887,0.011507404,0.03812352,0.827001918,62635283.14
result.2884,0.098134006,0.002933101,0.282918704,1.991246825,85.24706237,1.615619072,0.006627297,0.012924789,0.003980161,0.928833729,43335642.52
result.2885,0.094956508,0.00081266,0.132792439,1.194804306,65.69409104,2.041452935,0.000408484,0.010122526,0.019497507,0.440041289,64217026.1
result.2886,0.652804309,0.002935843,0.162613626,0.75181121,52.0498601,2.18048608,0.005556606,0.010518421,0.001399475,0.810970223,66819902.21
result.2887,0.169917613,0.000821305,0.152029601,0.855387733,58.71492721,2.05137701,0.006014081,0.009310275,0.007212033,0.765608326,49338066.67
result.2888,0.716769652,0.004747152,0.22634479,0.196633532,84.61958956,8.25542519,0.000454101,0.020396883,0.004084531,0.789366341,74465267.25
result.2889,0.389495194,0.001532448,0.087002121,1.534470403,72.92860486,0.219033505,0.000647852,0.015043358,0.007502245,0.541782438,64643764.56
result.2890,0.226460882,0.001452116,0.254395055,0.751285808,65.04357122,4.345837015,0.005101528,0.021890762,0.01335099,0.325140686,68845501.88
result.2891,0.47530317,0.000169202,0.287614652,1.972519522,67.63318565,4.648798986,0.003086711,0.017411836,0.036935034,0.673750204,64769756.78
result.2892,0.208080797,0.00262996,0.172511474,0.673002673,66.24533176,1.482110809,0.006968949,0.010308373,0.040005234,0.660558542,61109820.46
result.2893,0.293001691,0.004757289,0.155515508,0.3214418,95.30227836,7.686421047,0.009646751,0.014645545,0.012023663,0.885716057,72708191.25
result.2894,0.745532393,0.002700282,0.047174599,0.459233132,92.94422986,5.258007333,0.002551745,0.009451686,0.024459927,0.453939794,70983785.46
result.2895,0.243510983,0.004311546,0.281314792,1.698474171,71.88070897,3.606070705,0.00662849,0.019307518,0.00593896,0.45541192,66417521.09
result.2896,0.166336966,0.001877769,0.217734635,1.229445948,93.81874742,1.432085228,0.009999631,0.02185773,0.023096813,0.754998458,61098589.43
result.2897,0.690665705,0.003109137,0.03400522,0.919340776,81.13266747,9.119808959,0.009322611,0.009808889,0.024496039,0.238938057,65106718.35
result.2898,0.679388637,0.003661751,0.144718678,0.909990577,64.98405509,2.505567579,0.008162958,0.006699017,0.045459509,0.3859666,65040591.83
result.2899,0.75265333,0.000258215,0.104691645,0.274229781,60.09150749,0.596605864,0.00268727,0.018499284,0.034899225,0.836658339,74395152.62
result.2900,0.073366509,0.001102853,0.160126133,1.548567771,86.38463922,4.446363711,0.002374681,0.022201653,0.011587114,0.238388952,68946043.05
result.2901,0.338272701,0.003149481,0.299240714,1.310155795,56.55112168,9.591981218,0.0085248,0.006435066,0.030829271,0.921191721,55358920.2
result.2902,0.510456558,0.000557425,0.174251476,1.173388374,20.85088972,9.823172098,0.008163693,0.022895558,0.009100256,0.967989925,39895241.33
result.2903,0.078489544,0.001035276,0.162954468,1.506747023,38.83166544,0.619988851,0.000181083,0.01388653,0.004406394,0.802087307,63626577.43
result.2904,0.267823934,0.004519158,0.064239257,1.608531338,27.3281353,1.551877519,0.001110816,0.008081909,0.035543464,0.651797709,54363079.12
result.2905,0.576272468,0.000908025,0.053584771,1.957950776,38.08058402,1.920863837,0.008156692,0.018719379,0.018021146,0.623097707,64975855.39
result.2906,0.381405744,0.000556218,0.157959791,1.014605132,29.90597198,0.581597744,0.000423353,0.013864515,0.048160285,0.789821143,61786038.9
result.2907,0.357871375,0.002034125,0.157760255,0.172749436,66.21983718,7.532636017,0.007895586,0.023057589,0.007944535,0.274574793,74465267.25
result.2908,0.426379986,0.002620145,0.228851415,1.989135963,93.12402006,1.14897185,0.006604545,0.007024171,0.016590672,0.925473343,43801213.83
result.2909,0.62943892,0.003171982,0.054329806,1.135916813,72.70210667,3.342380959,0.00351787,0.018445221,0.012523222,0.21051184,68454213.24
result.2910,0.596834271,0.000119253,0.021759211,0.477669658,64.73875992,3.338008327,0.00798378,0.015879271,0.036412463,0.399829507,66994568.53
result.2911,0.217112941,0.004596894,0.17575012,1.444061702,98.98342922,0.515105104,0.000795773,0.022723596,0.043848778,0.895135337,60783229.93
result.2912,0.300220473,0.001021153,0.232377681,0.598469164,33.77867015,2.942974212,0.006933614,0.015473908,0.010367453,0.375505823,66263755.02
result.2913,0.728177698,0.004853292,0.252342117,1.372150701,24.32508541,3.717251755,0.001673092,0.010578058,0.034882048,0.731376379,67173181.87
result.2914,0.584875745,0.00154038,0.229202639,1.252868728,54.34609972,5.589202719,0.00873545,0.015128157,0.045930063,0.552390067,63816227.75
result.2915,0.667549764,0.003951607,0.263854773,0.309384839,46.59617234,2.741116679,0.005688438,0.013871272,0.008869282,0.235865446,74465267.25
result.2916,0.125668135,0.0032547,0.242492747,1.074038057,42.51177857,5.343243229,0.008676122,0.009377144,0.039853776,0.663389024,56241994.2
result.2917,0.084152362,0.002681566,0.136797731,0.623193195,25.59918473,8.074460292,0.003054381,0.0207399,0.021612281,0.34952221,68167527.98
result.2918,0.116992606,0.001205928,0.266302094,0.640326451,65.76038605,0.161813332,0.000136711,0.011188222,0.026565135,0.418264677,62268640.94
result.2919,0.191810213,0.000395121,0.247464243,1.13670881,74.53171249,7.517757543,0.006526082,0.018313924,0.00835428,0.240748799,68241307.7
result.2920,0.791419301,0.00039369,0.143590815,1.879750659,86.31661149,5.572447539,0.003185189,0.012986086,0.037625509,0.688198376,62397120.46
result.2921,0.451737932,0.004245635,0.229308629,1.211533723,42.16451693,1.673505046,0.007429831,0.021173865,0.020129963,0.659162831,64112717.97
result.2922,0.635465511,0.004903469,0.092937428,1.764911541,59.02624363,3.174545433,0.001411714,0.009129609,0.03888131,0.207565652,63768322.26
result.2923,0.775242304,0.003624382,0.286450774,0.354580279,63.10804727,2.892847164,0.003964157,0.014336494,0.039522646,0.454874156,74465267.25
result.2924,0.587656952,0.000343484,0.074176546,0.996709552,30.33057716,3.802020492,0.005919247,0.014025489,0.031443214,0.826765185,60098847.06
result.2925,0.317332567,0.004175657,0.073884148,1.916336175,75.86526165,1.674757706,0.005611977,0.006434628,0.026297508,0.412120898,56064374.88
result.2926,0.570362421,0.002556731,0.226702196,1.656375908,39.81248803,8.170896652,0.003011862,0.005829736,0.018277195,0.390222364,57726388.2
result.2927,0.605322602,0.00259236,0.110171626,0.792918941,81.7022622,3.892167824,0.007772434,0.017779265,0.026561532,0.989836537,62659371.91
result.2928,0.692913128,0.00011066,0.151213951,1.410946813,93.86621796,5.728884259,0.009554134,0.017879295,0.024759136,0.238241337,68384131.33
result.2929,0.194663933,0.001066646,0.067031705,0.855747596,41.74285719,8.071959107,0.000755669,0.021142186,0.03201134,0.565108883,66728750.15
result.2930,0.509122031,0.003369222,0.150098909,0.946617401,85.3943345,8.389479492,0.00689964,0.010080708,0.043204361,0.677851052,65243742.42
result.2931,0.203385834,0.000106168,0.089998762,0.318484797,23.21990721,0.970476568,0.000590166,0.016680919,0.032715587,0.369817227,66958624.09
result.2932,0.513516884,0.002262337,0.202796174,0.181547143,51.70911526,3.57727358,0.002666185,0.00750202,0.017616031,0.708413334,74465267.25
result.2933,0.72650196,0.003875885,0.158993459,1.537380873,24.19736465,4.102425257,0.003872137,0.021503325,0.002154719,0.386824263,68022432.72
result.2934,0.101965862,0.002599588,0.181161358,1.284449281,56.27377134,8.010341406,0.00743622,0.022197523,0.027169825,0.904964144,52749318.07
result.2935,0.431928084,0.004073297,0.232932596,0.375885687,67.82626744,6.865530379,0.001187602,0.006793338,0.017349566,0.506271642,74465267.25
result.2936,0.780741547,0.001138643,0.198757016,1.62448766,81.84979266,4.302853758,0.005258064,0.014470416,0.045311236,0.747439939,58255854.77
result.2937,0.580722571,0.003410901,0.199062922,0.287339396,40.8945998,1.816974716,0.007268073,0.0186154,0.010273865,0.400810272,74452482.94
result.2938,0.594849178,0.004499654,0.077094564,1.061862771,31.31767107,6.035986863,0.005369227,0.009977377,0.020994404,0.538072432,61789165.92
result.2939,0.387496045,0.004316903,0.016589201,0.652661423,74.61907083,1.612318053,0.006187444,0.011835885,0.004021871,0.760366249,65071423.23
result.2940,0.586594855,0.00404476,0.204284167,1.14491932,66.75956659,3.201106233,0.001816842,0.021974327,0.014469714,0.228803203,70750762.5
result.2941,0.451392005,0.001580358,0.081879537,1.672205908,96.30417442,5.116807829,0.002680699,0.021644298,0.001209571,0.627359443,65320568.31
result.2942,0.504223202,0.00369642,0.072563401,1.774660815,84.45077999,9.85230873,0.007677663,0.017310814,0.041036863,0.895804665,56659100.01
result.2943,0.46113086,9.44E-05,0.129555099,1.667634409,69.99110246,0.244229989,0.005365436,0.02331072,0.004706941,0.772022489,63069179.12
result.2944,0.377260387,0.003620725,0.216681558,0.502463698,76.66554045,0.183683754,0.008034663,0.024396244,0.046518571,0.635527069,70664283.06
result.2945,0.798260886,0.004030075,0.130661987,0.646484957,87.21173102,8.048479655,0.00809922,0.005834958,0.009866363,0.750260525,71097206.92
result.2946,0.247164075,0.002385831,0.221216985,1.290003968,37.71475004,7.567076554,0.001799399,0.013730858,0.035166,0.303168973,66135249.15
result.2947,0.69183983,0.00211783,0.283275476,0.678342327,40.86938633,8.490310188,0.008342551,0.014160334,0.048981436,0.925499294,69201381.12
result.2948,0.286213651,0.000229072,0.290925242,0.835275768,59.45185743,6.698514429,0.000504072,0.021986308,0.038734315,0.354524035,69969307.55
result.2949,0.429512734,0.001917593,0.287967131,1.495527085,58.75097953,2.883956099,0.006395359,0.011954307,0.027524519,0.268549477,65316707.19
result.2950,0.053794901,0.00343725,0.287809526,1.4031889,70.93240354,1.142352067,0.004337035,0.010168298,0.044522245,0.34259315,62521896.28
result.2951,0.698977639,0.003471037,0.18106212,0.284238813,32.07558783,8.207539519,0.005300529,0.017526398,0.010889382,0.307838793,74465267.25
result.2952,0.520036187,0.002570036,0.166998509,0.320053631,59.81709879,1.337467764,0.005084471,0.0125176,0.019772861,0.697995694,74402732.06
result.2953,0.561401359,0.003516736,0.078739043,1.127975506,51.12414187,3.641686404,0.006465692,0.012158891,0.034017472,0.624311094,60587050.23
result.2954,0.645043909,0.00114489,0.014185666,0.160962783,27.36835228,5.334432278,0.007425159,0.009381967,0.029834856,0.44369325,66739843.58
result.2955,0.703333478,0.000361729,0.154673464,0.821774877,31.84006108,3.253128767,0.003188481,0.009137518,0.027038711,0.345762583,63271065.65
result.2956,0.372938039,0.002075508,0.191911476,0.249130302,63.29992158,8.941890606,0.008320085,0.010412323,0.038323269,0.81969038,74465267.25
result.2957,0.066680833,0.004319749,0.221885794,1.540884951,55.15397243,4.421453397,0.001692369,0.01355002,0.020558803,0.957892727,52609903.13
result.2958,0.6384523,0.004405283,0.08216075,1.730674916,43.32603805,6.789049724,0.003915546,0.020041246,0.00473108,0.518693547,66275713.89
result.2959,0.07111361,0.00402631,0.093833816,0.25214715,59.35567124,6.649263251,0.008946872,0.014499335,0.006254256,0.724709216,70147899.77
result.2960,0.493555952,0.004475656,0.036104913,0.448315669,43.50149292,8.799098142,0.007117808,0.005451887,0.009086403,0.804788593,68033141.05
result.2961,0.619987839,0.004328622,0.171374731,1.488584006,46.2271079,6.842003061,0.004682003,0.022886647,0.040758163,0.889514284,60747371.99
result.2962,0.360192901,0.002219474,0.116409453,1.768046365,46.62685443,0.830946831,0.008709828,0.010038868,0.041741402,0.615414965,59299029.16
result.2963,0.295509271,0.004254121,0.154739605,1.987449539,91.03923706,2.860690433,0.007801664,0.007006596,0.018550456,0.75401906,52238343.64
result.2964,0.315007987,0.001798148,0.169293015,1.289524674,22.53088471,6.336822832,0.000141746,0.015125858,0.029805551,0.500898106,64959453.36
result.2965,0.721386975,0.001896006,0.032578677,0.240305696,81.1499127,3.035365572,0.006065568,0.013976249,0.00218184,0.94299103,70593069.48
result.2966,0.317162648,0.000182878,0.116870425,0.251032827,40.83251676,1.409614069,0.006328477,0.011418842,0.033098419,0.847013522,47677138.04
result.2967,0.457445269,0.000300098,0.164448513,1.909988638,29.16822601,2.968168318,0.003664271,0.022211371,0.006014822,0.920681632,59381162.74
result.2968,0.386159056,0.001307193,0.17394972,0.226892487,24.68390621,7.95717976,0.006631092,0.020007627,0.045943792,0.650597122,73496633.06
result.2969,0.371894143,0.000421572,0.182075084,0.848053623,38.92011153,9.456828148,0.007632538,0.007159487,0.029197999,0.30435115,62397657.09
result.2970,0.123074531,0.004212273,0.182812938,1.157659885,29.5977594,6.88968621,0.000540272,0.022240047,0.006126458,0.315152952,68651952.85
result.2971,0.34461376,0.003924318,0.087333906,1.120409117,65.74244129,7.570418531,0.001570296,0.023027738,0.036156165,0.970283563,61478720.01
result.2972,0.233125777,0.002168949,0.033855182,0.836068578,88.53392504,6.645177302,0.000818732,0.01224194,0.047794147,0.46901941,64602638.14
result.2973,0.40192667,0.003484973,0.11752331,1.552697128,22.7375992,1.465247332,0.006470437,0.017745519,0.0443069,0.605432726,64193091.17
result.2974,0.758979434,0.001817858,0.189217269,1.610964384,21.3713246,3.536408675,0.008792153,0.023401313,0.045609749,0.467615228,67840171.97
result.2975,0.447277319,0.000997004,0.044725928,1.793444394,95.71537811,6.415435394,0.002503412,0.015101618,0.017515887,0.255779338,67176755.74
result.2976,0.431652225,0.004076423,0.062148189,1.368982536,36.67310791,4.248819149,0.002073703,0.007539327,0.007660709,0.482425568,57745863.96
